entity,entity_type,occurrence
mice,ORGANISM,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
CD4+ T cell,CELL_TYPE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
animal,ORGANISM,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
peripheral CD4+ and CD8+ T cells,CELL_TYPE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
cytokine,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
lymphocyte,CELL_TYPE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
blood,ORGAN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
neutrophil,CELL_TYPE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
inflammation,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
IL-6,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
lung injury,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
lung,ORGAN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
serum,ORGAN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
IL-6,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
diabetic,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
cytokine,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
DM,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
IL-6,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
IL-6R,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
IL-37,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
IL-1β,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
IL-6,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
mTOR,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
AMPK,PROTEIN,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
MERS-CoV,ORGANISM,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
replication,PATHWAY,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
DM,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
diabetes,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
COVID-19,DISEASE,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
proliferation,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
serine/threonine protein kinase,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR complex 1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTORC1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR complex 2,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTORC2,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTORC1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mLST8,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
rapamycin-sensitive adaptor protein,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
Raptor,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
p70S6 kinase,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
kinase 1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
S6K1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
4E-binding protein 1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
4E-BP1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTORC2,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTOR,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mSIN1,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mLST8,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
rapamycin-insensitive subunit Rictor,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
phosphorylation,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
protein kinase B,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
PKB/Akt,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
Serine,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
mTORC2,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
survival,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
cytoskeletal organization,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
cytoskeletal,CELL_COMPARTMENT,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose uptake,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
skeletal muscles,CELL_TYPE,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
skeletal muscles,ORGAN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
muscles,ORGANISM,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
fatty acid,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
oxidation,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
adipose,ORGAN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose production,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
metabolic syndrome,DISEASE,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
DM,DISEASE,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
insulin,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose transport,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
glucose,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
fatty acid,CHEMICAL,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
oxidation,PATHWAY,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
metformin,DRUG,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
AMPK activator,PROTEIN,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
